year,month,day,temp
2009,04,13,54.4
2009,04,14,59.4
2009,04,15,59.3
2009,04,16,51.9
2009,04,17,51.5
2009,04,18,48.5
2009,04,19,52.7
2009,04,20,55.0
2009,04,21,54.4
2009,04,22,54.8
2009,04,23,55.5
2009,04,24,55.3
2009,04,25,50.4
2009,04,26,51.7
2009,04,27,49.5
2009,04,28,46.5
2009,04,29,47.9
2009,04,30,53.4
2009,05,01,57.1
2009,05,02,54.3
2009,05,03,51.0
2009,05,04,50.8
2009,05,05,52.2
2009,05,06,53.8
2009,05,07,60.6
2009,05,08,56.1
2009,05,09,55.2
2009,05,10,58.3
2009,05,11,56.9
2009,05,12,57.2
2009,05,13,61.2
2009,05,14,58.2
2009,05,15,53.0
2009,05,16,53.1
2009,05,17,52.7
2009,05,18,54.5
2009,05,19,56.7
2009,05,20,61.6
2009,05,21,62.6
2009,05,22,58.4
2009,05,23,62.3
2009,05,24,72.1
2009,05,25,73.1
2009,05,26,56.9
2009,05,27,53.6
2009,05,28,57.8
2009,05,29,63.1
2009,05,30,64.5
2009,05,31,64.2
2009,06,01,67.5
2009,06,02,66.0
2009,06,03,63.0
2009,06,04,56.5
2009,06,05,57.4
2009,06,06,53.6
2009,06,07,54.2
2009,06,08,53.0
2009,06,09,57.1
2009,06,10,56.3
2009,06,11,59.0
2009,06,12,62.3
2009,06,13,68.1
2009,06,14,71.5
2009,06,15,60.4
2009,06,16,61.1
2009,06,17,66.3
2009,06,18,62.7
2009,06,19,59.1
2009,06,20,55.9
2009,06,21,58.4
2009,06,22,60.6
2009,06,23,63.4
2009,06,24,68.1
2009,06,25,71.7
2009,06,26,66.7
2009,06,27,66.8
2009,06,28,72.5
2009,06,29,76.8
2009,06,30,76.4
2009,07,01,75.7
2009,07,02,76.7
2009,07,03,71.5
2009,07,04,72.5
2009,07,05,70.2
2009,07,06,65.3
2009,07,07,59.7
2009,07,08,58.9
2009,07,09,58.6
2009,07,10,58.7
2009,07,11,64.1
2009,07,12,66.8
2009,07,13,65.9
2009,07,14,67.1
2009,07,15,66.8
2009,07,16,72.3
2009,07,17,61.0
2009,07,18,60.2
2009,07,19,62.7
2009,07,20,65.6
2009,07,21,75.6
2009,07,22,70.0
2009,07,23,64.2
2009,07,24,61.4
2009,07,25,62.5
2009,07,26,67.6
2009,07,27,63.4
2009,07,28,65.7
2009,07,29,68.8
2009,07,30,62.5
2009,07,31,66.4
2009,08,01,69.8
2009,08,02,62.7
2009,08,03,62.9
2009,08,04,71.2
2009,08,05,74.8
2009,08,06,77.0
2009,08,07,66.5
2009,08,08,66.8
2009,08,09,71.4
2009,08,10,75.6
2009,08,11,67.4
2009,08,12,72.2
2009,08,13,67.1
2009,08,14,70.0
2009,08,15,75.9
2009,08,16,72.7
2009,08,17,65.9
2009,08,18,68.8
2009,08,19,80.3
2009,08,20,78.8
2009,08,21,66.7
2009,08,22,69.2
2009,08,23,71.8
2009,08,24,68.4
2009,08,25,64.5
2009,08,26,67.1
2009,08,27,67.3
2009,08,28,62.9
2009,08,29,60.6
2009,08,30,63.4
2009,08,31,71.8
2009,09,01,67.4
2009,09,02,61.9
2009,09,03,60.1
2009,09,04,55.6
2009,09,05,56.1
2009,09,06,59.8
2009,09,07,65.1
2009,09,08,69.4
2009,09,09,66.1
2009,09,10,63.3
2009,09,11,60.7
2009,09,12,61.0
2009,09,13,59.2
2009,09,14,57.9
2009,09,15,56.6
2009,09,16,59.5
2009,09,17,60.7
2009,09,18,65.7
2009,09,19,66.4
2009,09,20,63.7
2009,09,21,62.7
2009,09,22,62.4
2009,09,23,59.8
2009,09,24,60.2
2009,09,25,58.4
2009,09,26,58.8
2009,09,27,61.1
2009,09,28,59.7
2009,09,29,59.9
2009,09,30,59.9
2009,10,01,59.0
2009,10,02,52.9
2009,10,03,53.1
2009,10,04,58.3
2009,10,05,59.6
2009,10,06,63.7
2009,10,07,65.4
2009,10,08,62.0
2009,10,09,59.3
2009,10,10,58.9
2009,10,11,55.5
2009,10,12,53.6
2009,10,13,51.6
2009,10,14,49.7
2009,10,15,42.5
2009,10,16,46.8
2009,10,17,47.7
2009,10,18,45.1
2009,10,19,43.1
2009,10,20,49.5
2009,10,21,52.3
2009,10,22,52.6
2009,10,23,51.9
2009,10,24,58.0
2009,10,25,51.9
2009,10,26,49.6
2009,10,27,51.1
2009,10,28,51.7
2009,10,29,52.5
2009,10,30,46.3
2009,10,31,51.4
2009,11,01,56.2
2009,11,02,47.0
2009,11,03,49.5
2009,11,04,47.2
2009,11,05,46.0
2009,11,06,45.0
2009,11,07,45.0
2009,11,08,42.8
2009,11,09,41.0
2009,11,10,41.5
2009,11,11,42.0
2009,11,12,50.0
2009,11,13,57.2
2009,11,14,54.7
2009,11,15,51.9
2009,11,16,54.9
2009,11,17,50.1
2009,11,18,49.7
2009,11,19,49.4
2009,11,20,54.2
2009,11,21,56.2
2009,11,22,50.5
2009,11,23,51.5
2009,11,24,54.6
2009,11,25,48.9
2009,11,26,47.3
2009,11,27,46.1
2009,11,28,47.4
2009,11,29,46.1
2009,11,30,41.0
2009,12,01,42.1
2009,12,02,43.6
2009,12,03,45.7
2009,12,04,39.7
2009,12,05,48.7
2009,12,06,49.6
2009,12,07,43.9
2009,12,08,42.9
2009,12,09,50.9
2009,12,10,47.9
2009,12,11,42.3
2009,12,12,38.6
2009,12,13,34.0
2009,12,14,30.4
2009,12,15,28.5
2009,12,16,27.0
2009,12,17,28.2
2009,12,18,26.0
2009,12,19,24.9
2009,12,20,28.1
2009,12,21,31.4
2009,12,22,34.0
2009,12,23,33.9
2009,12,24,36.5
2009,12,25,38.6
2009,12,26,35.6
2009,12,27,39.0
2009,12,28,37.0
2009,12,29,46.8
2009,12,30,48.7
2009,12,31,40.4
