year,month,day,temp
2008,07,18,63.6
2008,07,19,65.2
2008,07,20,59.1
2008,07,21,58.9
2008,07,22,63.3
2008,07,23,70.1
2008,07,24,73.0
2008,07,25,69.3
2008,07,26,68.0
2008,07,27,73.3
2008,07,28,75.7
2008,07,29,68.2
2008,07,30,75.2
2008,07,31,77.9
2008,08,01,65.8
2008,08,02,64.2
2008,08,03,67.5
2008,08,04,66.5
2008,08,05,70.1
2008,08,06,76.6
2008,08,07,67.6
2008,08,08,63.0
2008,08,09,65.1
2008,08,10,64.4
2008,08,11,62.8
2008,08,12,65.9
2008,08,13,62.7
2008,08,14,60.2
2008,08,15,63.0
2008,08,16,63.7
2008,08,17,64.0
2008,08,18,66.2
2008,08,19,63.1
2008,08,20,62.2
2008,08,21,62.7
2008,08,22,59.9
2008,08,23,58.6
2008,08,24,57.7
2008,08,25,62.5
2008,08,26,62.5
2008,08,27,62.9
2008,08,28,62.6
2008,08,29,63.8
2008,08,30,70.7
2008,08,31,69.9
2008,09,01,63.2
2008,09,02,61.7
2008,09,03,55.2
2008,09,04,56.6
2008,09,05,60.7
2008,09,06,62.2
2008,09,07,59.3
2008,09,08,59.3
2008,09,09,63.8
2008,09,10,66.1
2008,09,11,65.4
2008,09,12,57.3
2008,09,13,56.4
2008,09,14,58.3
2008,09,15,55.3
2008,09,16,55.0
2008,09,17,53.7
2008,09,18,52.1
2008,09,19,53.7
2008,09,20,56.0
2008,09,21,55.2
2008,09,22,55.4
2008,09,23,53.3
2008,09,24,56.8
2008,09,25,57.5
2008,09,26,56.9
2008,09,27,57.8
2008,09,28,56.1
2008,09,29,52.9
2008,09,30,50.9
2008,10,01,55.9
2008,10,02,48.6
2008,10,03,45.4
2008,10,04,44.6
2008,10,05,54.2
2008,10,06,57.9
2008,10,07,60.6
2008,10,08,54.6
2008,10,09,52.0
2008,10,10,54.6
2008,10,11,56.0
2008,10,12,59.8
2008,10,13,58.2
2008,10,14,58.4
2008,10,15,57.0
2008,10,16,51.6
2008,10,17,48.0
2008,10,18,47.8
2008,10,19,49.3
2008,10,20,56.2
2008,10,21,51.5
2008,10,22,47.4
2008,10,23,47.3
2008,10,24,48.7
2008,10,25,50.1
2008,10,26,52.1
2008,10,27,49.7
2008,10,28,42.0
2008,10,29,36.4
2008,10,30,38.1
2008,10,31,42.0
2008,11,01,46.7
2008,11,02,47.4
2008,11,03,51.7
2008,11,04,51.2
2008,11,05,48.0
2008,11,06,47.3
2008,11,07,47.4
2008,11,08,46.5
2008,11,09,51.1
2008,11,10,55.3
2008,11,11,49.8
2008,11,12,44.4
2008,11,13,43.6
2008,11,14,47.0
2008,11,15,50.5
2008,11,16,50.9
2008,11,17,46.6
2008,11,18,47.9
2008,11,19,46.1
2008,11,20,48.6
2008,11,21,47.1
2008,11,22,38.6
2008,11,23,34.9
2008,11,24,38.1
2008,11,25,36.6
2008,11,26,39.9
2008,11,27,36.3
2008,11,28,33.7
2008,11,29,36.0
2008,11,30,35.9
2008,12,01,38.6
2008,12,02,37.5
2008,12,03,39.0
2008,12,04,39.5
2008,12,05,42.8
2008,12,06,42.0
2008,12,07,37.2
2008,12,08,34.0
2008,12,09,32.9
2008,12,10,34.6
2008,12,11,31.5
2008,12,12,28.4
2008,12,13,31.4
2008,12,14,38.4
2008,12,15,34.6
2008,12,16,31.6
2008,12,17,35.3
2008,12,18,39.9
2008,12,19,44.3
2008,12,20,46.9
2008,12,21,47.6
2008,12,22,46.7
2008,12,23,45.8
2008,12,24,39.9
2008,12,25,41.5
2008,12,26,34.6
2008,12,27,31.0
2008,12,28,28.8
2008,12,29,29.3
2008,12,30,31.3
2008,12,31,32.1
