year,month,day,temp
2007,09,03,58.3
2007,09,04,55.7
2007,09,05,56.8
2007,09,06,62.9
2007,09,07,63.1
2007,09,08,64.1
2007,09,09,61.5
2007,09,10,58.5
2007,09,11,57.5
2007,09,12,58.2
2007,09,13,60.8
2007,09,14,61.0
2007,09,15,62.8
2007,09,16,65.9
2007,09,17,58.8
2007,09,18,52.4
2007,09,19,50.3
2007,09,20,55.5
2007,09,21,58.1
2007,09,22,60.0
2007,09,23,61.9
2007,09,24,57.6
2007,09,25,52.0
2007,09,26,49.3
2007,09,27,51.5
2007,09,28,53.7
2007,09,29,54.5
2007,09,30,55.9
2007,10,01,62.7
2007,10,02,63.3
2007,10,03,62.2
2007,10,04,57.3
2007,10,05,57.2
2007,10,06,56.1
2007,10,07,55.3
2007,10,08,54.5
2007,10,09,55.8
2007,10,10,53.4
2007,10,11,53.5
2007,10,12,54.4
2007,10,13,56.9
2007,10,14,55.8
2007,10,15,52.4
2007,10,16,56.7
2007,10,17,53.5
2007,10,18,49.5
2007,10,19,47.2
2007,10,20,46.1
2007,10,21,43.9
2007,10,22,45.7
2007,10,23,42.7
2007,10,24,42.7
2007,10,25,46.7
2007,10,26,48.0
2007,10,27,47.5
2007,10,28,46.3
2007,10,29,48.4
2007,10,30,46.0
2007,10,31,45.5
2007,11,01,51.0
2007,11,02,53.2
2007,11,03,53.9
2007,11,04,51.5
2007,11,05,46.4
2007,11,06,45.8
2007,11,07,45.8
2007,11,08,49.5
2007,11,09,42.8
2007,11,10,47.9
2007,11,11,50.0
2007,11,12,41.2
2007,11,13,40.3
2007,11,14,42.1
2007,11,15,35.2
2007,11,16,31.8
2007,11,17,35.2
2007,11,18,32.4
2007,11,19,41.8
2007,11,20,48.6
2007,11,21,49.5
2007,11,22,46.8
2007,11,23,43.6
2007,11,24,37.6
2007,11,25,43.5
2007,11,26,43.0
2007,11,27,41.9
2007,11,28,34.7
2007,11,29,39.3
2007,11,30,42.6
2007,12,01,46.9
2007,12,02,49.0
2007,12,03,46.7
2007,12,04,46.9
2007,12,05,50.8
2007,12,06,50.1
2007,12,07,50.0
2007,12,08,42.4
2007,12,09,46.1
2007,12,10,44.3
2007,12,11,39.9
2007,12,12,36.2
2007,12,13,35.6
2007,12,14,33.3
2007,12,15,32.6
2007,12,16,30.6
2007,12,17,30.4
2007,12,18,28.7
2007,12,19,27.9
2007,12,20,30.2
2007,12,21,33.6
2007,12,22,35.3
2007,12,23,35.9
2007,12,24,35.0
2007,12,25,36.4
2007,12,26,36.5
2007,12,27,40.2
2007,12,28,40.0
2007,12,29,42.0
2007,12,30,41.3
2007,12,31,40.2
